# Tetrahedron method
     1364.0382311642        0.0116002278
     1372.3100278806        0.0064386612
     1380.5818245969        0.0059522521
     1388.8536213133        0.0000000000
     1397.1254180296        0.0000000000
     1405.3972147460        0.0000000000
     1413.6690114623        0.0000000000
     1421.9408081787        0.0000000000
     1430.2126048950        0.0000000000
     1438.4844016114        0.0000000000
     1446.7561983277        0.0000000000
     1455.0279950441        0.0000000000
     1463.2997917604        0.0000000000
     1471.5715884768        0.0000000000
     1479.8433851931        0.0000000000
     1488.1151819095        0.0000000000
     1496.3869786259        0.0000000000
     1504.6587753422        0.0000000000
     1512.9305720586        0.0000000000
     1521.2023687749        0.0000000000
